ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,24-Apr-25,RESOURCES,NEC SOFTWARE SOLUTIONS UK LTD,24-Apr-25,103.56 ,POSTAGE,V002164783
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ECONOMY DIRECTORATE,I BRANDED LTD,01-Apr-25,411.34 ,MARKETING EXPENDITURE,V002230351
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,WATERLOO LODGE SCHOOL,02-Apr-25,"1,547.60 ",OTHER EST - SEN PROVISION,V002257490
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,THE HOLDEN SCHOOL,02-Apr-25,"1,886.01 ",OTHER EST - SEN PROVISION,V002257491
ROCHDALE BOROUGH COUNCIL,16-Apr-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,16-Apr-25,-792.08 ,PROPERTY - WORKS ELEMENT,V002262425
ROCHDALE BOROUGH COUNCIL,24-Apr-25,EARLY HELP AND SCHOOLS,AQUACOOL LTD,24-Apr-25,12.00 ,REFRESHMENTS,V002290002
ROCHDALE BOROUGH COUNCIL,04-Apr-25,RESOURCES,AMBERHAWK TRAINING LTD,04-Apr-25,"2,500.00 ",TRAINING,V002299457
ROCHDALE BOROUGH COUNCIL,07-Apr-25,RESOURCES,BANNER GROUP LIMITED,07-Apr-25,20.00 ,STATIONERY,V002299608
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,276.00 ,CURRICULUM DEVELOPMENT,V002322437
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002327755
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002328007
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,644.00 ,CURRICULUM DEVELOPMENT,V002328032
ROCHDALE BOROUGH COUNCIL,11-Apr-25,EARLY HELP AND SCHOOLS,SINGING MAMAS CIC,11-Apr-25,"1,150.00 ",TRAINING,V002328162
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,"-3,718.00 ",CURRICULUM DEVELOPMENT,V002328746
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002334892
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,207.00 ,CURRICULUM DEVELOPMENT,V002335193
ROCHDALE BOROUGH COUNCIL,16-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,WINTON FLOORING LIMITED,16-Apr-25,760.08 ,REPAIRS & ALTS OF BUILDINGS,V002337794
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002341242
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,192.00 ,OTHER LA`S - SEN PROVISION,V002345319
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,480.00 ,OTHER LA`S - SEN PROVISION,V002346257
ROCHDALE BOROUGH COUNCIL,16-Apr-25,RESOURCES,CAMBIAN CHILDCARE LIMITED,16-Apr-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002348314
ROCHDALE BOROUGH COUNCIL,16-Apr-25,RESOURCES,CAMBIAN CHILDCARE LIMITED,16-Apr-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002348315
ROCHDALE BOROUGH COUNCIL,16-Apr-25,RESOURCES,CAMBIAN CHILDCARE LIMITED,16-Apr-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002348316
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,192.00 ,OTHER LA`S - SEN PROVISION,V002348475
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,"1,664.00 ",PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,320.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,"3,700.00 ",PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,172.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,132.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ADULT CARE LCO FUNCTIONS,TUNSTALL HEALTHCARE UK LTD,28-Apr-25,200.00 ,PURCHASE OF FURNITURE AND EQUIPMENT,V002351814
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002352386
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,WATERMAN INFASTRUCTURE AND ENVIRONMENT LTD,04-Apr-25,"5,505.47 ",CONSULTANTS FEES,V002352499
ROCHDALE BOROUGH COUNCIL,01-Apr-25,BETTER CARE FUND POOLED BUDGET,PENNINE CARE NHS,01-Apr-25,"32,621.08 ",INDEPENDENT UNITS,V002353948
ROCHDALE BOROUGH COUNCIL,17-Apr-25,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,17-Apr-25,"9,230.77 ",CONSULTANTS FEES,V002354079
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002354943
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,RANDSTAD SOLUTIONS LTD,02-Apr-25,240.00 ,OTHER LA`S - SEN PROVISION,V002359555
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,945.00 ,PROPERTY - WORKS ELEMENT,V002359608
ROCHDALE BOROUGH COUNCIL,28-Apr-25,ECONOMY DIRECTORATE,CHUBB FIRE AND SECURITY LIMITED,28-Apr-25,"1,400.00 ",REPAIRS & ALTS OF BUILDINGS,V002363487
ROCHDALE BOROUGH COUNCIL,16-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,16-Apr-25,8.31 ,BUILDING MATERIALS,V002364042
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,02-Apr-25,52.29 ,PRINTING & STATIONERY,V002364276
ROCHDALE BOROUGH COUNCIL,02-Apr-25,EARLY HELP AND SCHOOLS,HETHERINGTON OFFICE SUPPLIES LTD,02-Apr-25,6.15 ,PRINTING & STATIONERY,V002364276
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,WATERMAN INFASTRUCTURE AND ENVIRONMENT LTD,04-Apr-25,"7,340.63 ",CONSULTANTS FEES,V002365789
ROCHDALE BOROUGH COUNCIL,01-Apr-25,RESOURCES,VALTECH LTD,01-Apr-25,488.40 ,EXTERNAL CONTRACTED PRINTING,V002367370
ROCHDALE BOROUGH COUNCIL,08-Apr-25,PROPERTY AND HIGHWAYS,PATROL,08-Apr-25,"1,788.25 ",REPAIRS & ALTS OF BUILDINGS,V002367777
ROCHDALE BOROUGH COUNCIL,02-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,02-Apr-25,9.99 ,BUILDING MATERIALS,V002367924
ROCHDALE BOROUGH COUNCIL,17-Apr-25,PROPERTY AND HIGHWAYS,TARGET FIRE PROTECTION LTD,17-Apr-25,186.17 ,PROPERTY - WORKS ELEMENT,V002368055
ROCHDALE BOROUGH COUNCIL,24-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,VIVEDIA LTD,24-Apr-25,"1,344.00 ",MUSIC SERVICE,V002369349
ROCHDALE BOROUGH COUNCIL,01-Apr-25,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,01-Apr-25,20.00 ,STATIONERY,V002371720
ROCHDALE BOROUGH COUNCIL,01-Apr-25,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,01-Apr-25,20.00 ,STATIONERY,V002371720
ROCHDALE BOROUGH COUNCIL,22-Apr-25,PUBLIC HEALTH,TREATMENT DIRECT LTD,22-Apr-25,"-2,239.29 ",CONTRACTED SERVICES,V002373523
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,01-Apr-25,695.00 ,EQUIPMENT - GENERAL,V002373643
ROCHDALE BOROUGH COUNCIL,01-Apr-25,EARLY HELP AND SCHOOLS,GRAFFIC DETAIL,01-Apr-25,"2,033.00 ",PURCHASE OF FURNITURE AND EQUIPMENT,V002373826
ROCHDALE BOROUGH COUNCIL,01-Apr-25,RESOURCES,TOXICOLOGY UK LTD,01-Apr-25,"8,333.00 ",TOXICOLOGY PAYMENTS,V002374536
ROCHDALE BOROUGH COUNCIL,01-Apr-25,RESOURCES,REDACTED - PERSONAL DATA ,01-Apr-25,579.30 ,WITNESSES EXPENSES,V002374536
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,1.76 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,4.40 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,1.03 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,51.96 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,19.25 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,11.10 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,14.05 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,27.10 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,5.28 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,4.00 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,BANNER GROUP LIMITED,01-Apr-25,2.00 ,PRINTING & STATIONERY,V002374565
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,55.00 ,PROPERTY - WORKS ELEMENT,V002374619
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,124.50 ,PROPERTY - WORKS ELEMENT,V002374624
ROCHDALE BOROUGH COUNCIL,15-Apr-25,EARLY HELP AND SCHOOLS,R S LANDSCAPES LTD,15-Apr-25,88.00 ,GROUNDS MAINTENANCE GENERAL,V002374625
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,55.00 ,PROPERTY - WORKS ELEMENT,V002374639
ROCHDALE BOROUGH COUNCIL,01-Apr-25,PROPERTY AND HIGHWAYS,ALPINE FIRE ENGINEERS LTD,01-Apr-25,"1,150.00 ",REPAIRS & ALTS OF BUILDINGS,V002375114
ROCHDALE BOROUGH COUNCIL,01-Apr-25,PROPERTY AND HIGHWAYS,ALPINE FIRE ENGINEERS LTD,01-Apr-25,500.00 ,REPAIRS & ALTS OF BUILDINGS,V002375114
ROCHDALE BOROUGH COUNCIL,01-Apr-25,PROPERTY AND HIGHWAYS,ALPINE FIRE ENGINEERS LTD,01-Apr-25,"1,150.00 ",REPAIRS & ALTS OF BUILDINGS,V002375114
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,420.00 ,PROPERTY - WORKS ELEMENT,V002375153
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,200.00 ,PROPERTY - WORKS ELEMENT,V002375154
ROCHDALE BOROUGH COUNCIL,29-Apr-25,EARLY HELP AND SCHOOLS,AXIOM EDUCATION ROCHDALE LIMITED,29-Apr-25,818.10 ,PFI SCHEMES RPIX,V002375242
ROCHDALE BOROUGH COUNCIL,04-Apr-25,ECONOMY DIRECTORATE,A AND D DOOR SYSTEMS LTD,04-Apr-25,395.00 ,REPAIRS & ALTS OF BUILDINGS,V002375249
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,395.50 ,PROPERTY - WORKS ELEMENT,V002375276
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,7.10 ,STATIONERY,V002375308
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,18.38 ,STATIONERY,V002375308
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,18.38 ,STATIONERY,V002375308
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,90.60 ,STATIONERY,V002375308
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,27.70 ,STATIONERY,V002375308
ROCHDALE BOROUGH COUNCIL,02-Apr-25,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,02-Apr-25,21.12 ,STATIONERY,V002375317
ROCHDALE BOROUGH COUNCIL,07-Apr-25,PROPERTY AND HIGHWAYS,PEOPLESCOUT LTD,07-Apr-25,934.33 ,ADVERTISING,V002375462
ROCHDALE BOROUGH COUNCIL,04-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,04-Apr-25,20.00 ,EQUIPMENT - GENERAL,V002375490
ROCHDALE BOROUGH COUNCIL,04-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,04-Apr-25,460.00 ,EQUIPMENT - GENERAL,V002375490
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,23-Apr-25,460.00 ,EQUIPMENT - GENERAL,V002375491
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,OVERTON UK LTD,23-Apr-25,19.95 ,EQUIPMENT - GENERAL,V002375491
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,FRANK KEY TOOL HIRE LTD,04-Apr-25,15.00 ,HIRE OF EQUIPMENT,V002375504
ROCHDALE BOROUGH COUNCIL,04-Apr-25,CHILDREN’S SOCIAL CARE,SPIN PRINT SOLUTIONS,04-Apr-25,51.00 ,PRINTING & STATIONERY,V002375506
ROCHDALE BOROUGH COUNCIL,08-Apr-25,CHILDREN’S SOCIAL CARE,SAFEHOUSES NORTH LTD,08-Apr-25,"-1,857.02 ",FOSTER PARENTS BASIC ALLOWANCE,V002375721
ROCHDALE BOROUGH COUNCIL,14-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,14-Apr-25,-9.41 ,PROVISIONS,V002375728
ROCHDALE BOROUGH COUNCIL,11-Apr-25,EARLY HELP AND SCHOOLS,AQUACOOL LTD,11-Apr-25,120.00 ,REFRESHMENTS,V002375749
ROCHDALE BOROUGH COUNCIL,29-Apr-25,EARLY HELP AND SCHOOLS,YORKSHIRE PURCHASING ORGANISATION,29-Apr-25,"1,776.42 ",PURCHASE OF FURNITURE AND EQUIPMENT,V002375821
ROCHDALE BOROUGH COUNCIL,23-Apr-25,CHILDREN’S SOCIAL CARE,SHRED STATION,23-Apr-25,22.00 ,DISPOSAL OF CONFIDENTIAL EQUIPMENT AND W,V002376019
ROCHDALE BOROUGH COUNCIL,17-Apr-25,PROPERTY AND HIGHWAYS,CALEDONIAN LIFTS MANCHESTER LTD,17-Apr-25,45.00 ,PROPERTY - WORKS ELEMENT,V002376079
ROCHDALE BOROUGH COUNCIL,02-Apr-25,ADULT CARE LCO FUNCTIONS,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,02-Apr-25,50.13 ,MINOR BUILDING WORKS,V002376123
ROCHDALE BOROUGH COUNCIL,11-Apr-25,PROPERTY AND HIGHWAYS,BIKE RIGHT LTD,11-Apr-25,"8,470.00 ",ACTIVITIES,V002377848
ROCHDALE BOROUGH COUNCIL,11-Apr-25,PROPERTY AND HIGHWAYS,BIKE RIGHT LTD,11-Apr-25,"8,470.00 ",ACTIVITIES,V002377848
ROCHDALE BOROUGH COUNCIL,01-Apr-25,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,01-Apr-25,26.94 ,EQUIPMENT - GENERAL,V002377865
ROCHDALE BOROUGH COUNCIL,07-Apr-25,PROPERTY AND HIGHWAYS,REACH PUBLISHING SERVICES LTD,07-Apr-25,272.16 ,ROADWORKS,V002378021
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,10-Apr-25,26.68 ,BUILDING MATERIALS,V002378237
ROCHDALE BOROUGH COUNCIL,10-Apr-25,PROPERTY AND HIGHWAYS,TRIAD FABRICATIONS LIMITED,10-Apr-25,"2,515.00 ",MAINTENANCE,V002378270
ROCHDALE BOROUGH COUNCIL,04-Apr-25,PROPERTY AND HIGHWAYS,COMPLIANCE365,04-Apr-25,450.00 ,PROPERTY - WORKS ELEMENT,V002378322
ROCHDALE BOROUGH COUNCIL,10-Apr-25,PROPERTY AND HIGHWAYS,KEN TAYLOR SUPPLIES LTD,10-Apr-25,79.80 ,MATERIAL - GENERAL,V002379172
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE VEHICLE HIRE LIMITED,01-Apr-25,332.05 ,TRANSACTIONS-EXPENDITURE,V002379179
ROCHDALE BOROUGH COUNCIL,02-Apr-25,ECONOMY DIRECTORATE,RIVINGTON LAND LTD,02-Apr-25,"22,500.00 ",PROFESSIONAL FEES,V002379294
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,YOUR TRUST TRADING,01-Apr-25,600.00 ,ACTIVITIES,V002379747
ROCHDALE BOROUGH COUNCIL,04-Apr-25,ECONOMY DIRECTORATE,SEVEN ARCHITECTURE LTD,04-Apr-25,441.67 ,CONSULTANTS FEES,V002379749
ROCHDALE BOROUGH COUNCIL,04-Apr-25,ECONOMY DIRECTORATE,SEVEN ARCHITECTURE LTD,04-Apr-25,"1,350.00 ",CONSULTANTS FEES,V002379749
ROCHDALE BOROUGH COUNCIL,04-Apr-25,ECONOMY DIRECTORATE,SEVEN ARCHITECTURE LTD,04-Apr-25,"1,350.00 ",CONSULTANTS FEES,V002379749
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10-Apr-25,220.50 ,BUILDING MATERIALS,V002379821
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE VEHICLE HIRE LIMITED,01-Apr-25,-393.96 ,TRANSACTIONS-EXPENDITURE,V002379881
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,HOWARTH TIMBER AND BUILDING SUPPLIES LTD,10-Apr-25,37.44 ,BUILDING MATERIALS,V002379905
ROCHDALE BOROUGH COUNCIL,01-Apr-25,RESOURCES,FORBES SOLICITORS,01-Apr-25,0.00 ,INPUT VAT -  ADJUSTMENTS,V002380193
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10-Apr-25,5.09 ,BUILDING MATERIALS,V002380249
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,10-Apr-25,402.74 ,BUILDING MATERIALS,V002380250
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,10-Apr-25,50.00 ,BUILDING MATERIALS,V002380688
ROCHDALE BOROUGH COUNCIL,10-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,SWIFT SECURITY PRODUCTS LTD,10-Apr-25,100.00 ,BUILDING MATERIALS,V002380688
ROCHDALE BOROUGH COUNCIL,22-Apr-25,EARLY HELP AND SCHOOLS,ELKLAN TRAINING LTD,22-Apr-25,30.00 ,EQUIPMENT - GENERAL,V002380691
ROCHDALE BOROUGH COUNCIL,22-Apr-25,EARLY HELP AND SCHOOLS,ELKLAN TRAINING LTD,22-Apr-25,22.50 ,EQUIPMENT - GENERAL,V002380691
ROCHDALE BOROUGH COUNCIL,22-Apr-25,EARLY HELP AND SCHOOLS,ELKLAN TRAINING LTD,22-Apr-25,60.00 ,EQUIPMENT - GENERAL,V002380691
ROCHDALE BOROUGH COUNCIL,16-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,PARR ROCHDALE LIMITED,16-Apr-25,154.90 ,BUILDING MATERIALS,V002380798
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,TF JONES PROPERTY SERVICES LTD,01-Apr-25,"5,923.68 ",MINOR BUILDING WORKS,V002380806
ROCHDALE BOROUGH COUNCIL,01-Apr-25,ADULT CARE LCO FUNCTIONS,TF JONES PROPERTY SERVICES LTD,01-Apr-25,"6,912.12 ",MINOR BUILDING WORKS,V002380807
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,4.50 ,CLEANING MATERIALS,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,7.25 ,CLEANING MATERIALS,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,9.52 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,14.28 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,13.00 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,26.00 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,47.80 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,8.50 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,66.00 ,CLEANING EQUIPMENT,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,106.00 ,CONSUMABLES,V002381835
ROCHDALE BOROUGH COUNCIL,23-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,ALLIANCE DISPOSABLES LIMITED,23-Apr-25,143.70 ,CONSUMABLES,V002381835
ROCHDALE BOROUGH COUNCIL,07-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,RCD LEAFLET DISTRIBUTION,07-Apr-25,"17,600.00 ",EQUIPMENT - GENERAL,V002381874
ROCHDALE BOROUGH COUNCIL,10-Apr-25,ECONOMY DIRECTORATE,FS MOULT AND SON LTD,10-Apr-25,550.00 ,REPAIRS & ALTS OF BUILDINGS,V002381926
ROCHDALE BOROUGH COUNCIL,10-Apr-25,ECONOMY DIRECTORATE,FS MOULT AND SON LTD,10-Apr-25,"1,385.00 ",REPAIRS & ALTS OF BUILDINGS,V002381926
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,01-Apr-25,12.97 ,PROVISIONS,V002382577
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,01-Apr-25,133.32 ,PROVISIONS,V002382577
ROCHDALE BOROUGH COUNCIL,01-Apr-25,NEIGHBOURHOODS AND ENVIRONMENT,W H FROST BUTCHERS LTD,01-Apr-25,112.80 ,PROVISIONS,V002385627
